{'838517446269087745': {'fullname': b'Ayesha Khalid', 'timestamp': '2017-03-05 22:31:52', 'user': 'ayesshakhalid', 'replies': '1', 'likes': '3', 'retweets': '0'}}
{'878035616927281153': {'fullname': b'Ali Thaheem', 'timestamp': '2017-06-22 23:42:58', 'user': 'alithaheem', 'replies': '0', 'likes': '2', 'retweets': '3'}}
{'877898601875333120': {'fullname': b'Adnan Aslam', 'timestamp': '2017-06-22 14:38:31', 'user': 'AdnanAslam246', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'877794065819086849': {'fullname': b'Dark Angel', 'timestamp': '2017-06-22 07:43:08', 'user': 'angeld443', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'877762054664331264': {'fullname': b'Ammar', 'timestamp': '2017-06-22 05:35:56', 'user': 'ammarkhi', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'877678974012276736': {'fullname': b'Armor', 'timestamp': '2017-06-22 00:05:48', 'user': 'Must_Matter', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'877676887618846724': {'fullname': b'Hussain Saqib', 'timestamp': '2017-06-21 23:57:31', 'user': 'hsaqib17', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'877611186979708928': {'fullname': b'Ahsan Jalil', 'timestamp': '2017-06-21 19:36:26', 'user': '_AhsanJalil', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'902270590870048772': {'fullname': b'Syeda Shehla \xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-08-28 20:44:06', 'user': 'syedams1', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'901850060639653888': {'fullname': b'Ahmad Baig', 'timestamp': '2017-08-27 16:53:04', 'user': 'MAhmedbaig', 'replies': '0', 'likes': '0', 'retweets': '1'}}
{'901832990027853826': {'fullname': b'\xd8\xb9\xd9\x84\xdb\x8c \xd8\xb4\xdb\x8c\xd8\xb1\xd8\xa7\xd8\xb2\xdb\x8c', 'timestamp': '2017-08-27 15:45:14', 'user': 'alisherazi85', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'901725710573850624': {'fullname': b'Pti_Team', 'timestamp': '2017-08-27 08:38:57', 'user': 'pti_team', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'901577937266372609': {'fullname': b'MONGOL', 'timestamp': '2017-08-26 22:51:45', 'user': 'abu_aamin', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'901550267853934593': {'fullname': b'Shakil Khokhar', 'timestamp': '2017-08-26 21:01:48', 'user': 'ShakilKhokhar', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'901466034586234884': {'fullname': b'Syeda Shehla \xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-08-26 15:27:05', 'user': 'syedams1', 'replies': '0', 'likes': '3', 'retweets': '1'}}
{'901422923856138240': {'fullname': b'R@miz', 'timestamp': '2017-08-26 12:35:47', 'user': 'Opto_Bot', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'901383681306177539': {'fullname': b'Sajid Hussain', 'timestamp': '2017-08-26 09:59:51', 'user': 'cesajid', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'901309119054794752': {'fullname': b'DrIftikhar \xc2\xa0\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0', 'timestamp': '2017-08-26 05:03:34', 'user': 'DriftikharPTI', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'901242100431417344': {'fullname': b'Urdu Shayeri', 'timestamp': '2017-08-26 00:37:15', 'user': 'urdu_Shayeri', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'900983111361724416': {'fullname': b'iqbal haidar PML_N', 'timestamp': '2017-08-25 07:28:07', 'user': 'iqbalhaidarPmln', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'900977709140115456': {'fullname': b'Adnan Jutt\xe2\x80\x8f', 'timestamp': '2017-08-25 07:06:39', 'user': 'Adn_Jutt', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'900782244607995904': {'fullname': b'ZM', 'timestamp': '2017-08-24 18:09:57', 'user': 'ZeshanMalick', 'replies': '47', 'likes': '319', 'retweets': '97'}}
{'900746825472389121': {'fullname': b'Syeda Arfa Kazmi\xc2\xa0\xf0\x9f\x91\xa7', 'timestamp': '2017-08-24 15:49:12', 'user': 'PTI_TS_Insafian', 'replies': '0', 'likes': '8', 'retweets': '7'}}
{'900583577896857601': {'fullname': b'\xd8\xb4\xd8\xa7\xdb\x81 \xd8\xb2\xdb\x8c\xd8\xa8 \xd8\xae\xd8\xa7\xd9\x86', 'timestamp': '2017-08-24 05:00:31', 'user': 'ShahGpti', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'900531845640708098': {'fullname': b'ShahzadaFahad', 'timestamp': '2017-08-24 01:34:57', 'user': 'outideinn', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'900461863271530496': {'fullname': b'\xd8\xb4\xd8\xa7\xdb\x81 \xd8\xa8\xd8\xb1\xda\xbe\xd9\x85\xd9\x86 \xd8\xa7\xd9\x84\xdb\x81\xd9\x86\xd8\xaf\xdb\x8c', 'timestamp': '2017-08-23 20:56:52', 'user': 'GoFJ', 'replies': '0', 'likes': '1', 'retweets': '1'}}
{'900437315893555201': {'fullname': b'Mujeeb', 'timestamp': '2017-08-23 19:19:20', 'user': 'Mujeeb87020881', 'replies': '0', 'likes': '3', 'retweets': '0'}}
{'900332053811662848': {'fullname': b'UK.', 'timestamp': '2017-08-23 12:21:03', 'user': 'Zairok_', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'824011409524559873': {'fullname': b'\xd8\xa2\xd8\xb2\xd8\xa7\xd8\xaf \xd9\xbe\xd8\xa7\xda\xa9\xd8\xb3\xd8\xaa\xd8\xa7\xd9\x86 \xc2\xa0\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0', 'timestamp': '2017-01-24 21:50:04', 'user': 'TheDs_Pk', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'824003995551301635': {'fullname': b'Nadeem Sarwar', 'timestamp': '2017-01-24 21:20:36', 'user': 'nadeemsar11', 'replies': '0', 'likes': '2', 'retweets': '2'}}
{'823997385588277249': {'fullname': b'Jamilraza', 'timestamp': '2017-01-24 20:54:20', 'user': 'pakistanraza567', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'823986853187645441': {'fullname': b'D. B. Cooper', 'timestamp': '2017-01-24 20:12:29', 'user': 'miankhaliq', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'823984953625083904': {'fullname': b'ARMAN KHOKHER', 'timestamp': '2017-01-24 20:04:56', 'user': 'arman_khokher', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'823984150399119360': {'fullname': b'\xd8\xb3\xd8\xb9\xdb\x8c\xd8\xaf\xd8\xa7\xd9\x84\xd9\x84\xdb\x81 \xd8\xae\xd8\xa7\xd9\x86 \xd8\xa7\xd9\x81\xd8\xb1\xdb\x8c\xd8\xaf\xdb\x8c', 'timestamp': '2017-01-24 20:01:44', 'user': 'aafridii', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'823976278315372544': {'fullname': b'Disqualified Butt', 'timestamp': '2017-01-24 19:30:28', 'user': 'abubakr7411', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'823967585918189569': {'fullname': b'Bilal Naseem', 'timestamp': '2017-01-24 18:55:55', 'user': 'bilalnaseem031', 'replies': '0', 'likes': '2', 'retweets': '1'}}
{'823962091027628032': {'fullname': b'Maryam Nawaz Sharif', 'timestamp': '2017-01-24 18:34:05', 'user': 'MaryamNSharif', 'replies': '102', 'likes': '826', 'retweets': '315'}}
{'823948445652287488': {'fullname': b'mUrAd Ali', 'timestamp': '2017-01-24 17:39:52', 'user': 'Muradali76', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'823939900659605504': {'fullname': b'Emaan Ahmed', 'timestamp': '2017-01-24 17:05:55', 'user': 'emaanahmed62', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'823937754153308161': {'fullname': b'Sehrish Farhan', 'timestamp': '2017-01-24 16:57:23', 'user': 'sehrish__', 'replies': '0', 'likes': '7', 'retweets': '4'}}
{'823935541578231809': {'fullname': b'Rai FaisaL Mushtaque', 'timestamp': '2017-01-24 16:48:35', 'user': 'raifasalmushtaq', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'823934319743868928': {'fullname': b'Aneeb Sh@h (KARACHI)', 'timestamp': '2017-01-24 16:43:44', 'user': 'AneebShah786', 'replies': '0', 'likes': '2', 'retweets': '1'}}
{'823933686026563586': {'fullname': b'Malik Sohail \xc2\xa0\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0', 'timestamp': '2017-01-24 16:41:13', 'user': 'meinhoonpaki', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'823927860738015233': {'fullname': b'KamAL SAfi', 'timestamp': '2017-01-24 16:18:04', 'user': 'KamalKSafi', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'823922888847847428': {'fullname': b'Farhan Sultan', 'timestamp': '2017-01-24 15:58:19', 'user': 'farhansultan18', 'replies': '0', 'likes': '1', 'retweets': '1'}}
{'823916834537795589': {'fullname': b'MNS', 'timestamp': '2017-01-24 15:34:15', 'user': 'AddictivePMLN', 'replies': '0', 'likes': '0', 'retweets': '1'}}
{'823915397200146432': {'fullname': b'muhammad moin', 'timestamp': '2017-01-24 15:28:32', 'user': 'universal_moin', 'replies': '0', 'likes': '2', 'retweets': '0'}}
{'823914664421625857': {'fullname': b'Saima Farooq', 'timestamp': '2017-01-24 15:25:38', 'user': 'SaimaFarooq', 'replies': '2', 'likes': '46', 'retweets': '18'}}
